Brewery,City,State,Brewery_id,Name,Beer_ID,ABV,IBU,Style,Ounces
Okoboji Brewing Company,Spirit Lake,IA,472,Boji Blue Pale Ale,602,0.05,45,American Pale Ale (APA),16
Crystal Springs Brewing Company,Boulder,CO,473,South Ridge Amber Ale,1057,0.06,31,American Amber / Red Ale,16
Red Hare Brewing Company,Marietta,GA,476,Watership Brown Ale,1021,0.072,55,American Brown Ale,12
Good People Brewing Company,Birmingham,AL,479,Good People Pale Ale,1000,0.056,36,American Pale Ale (APA),12
Good People Brewing Company,Birmingham,AL,479,Good People American Brown Ale,308,0.058,36,American Brown Ale,12
7 Seas Brewing Company,Gig Harbor,WA,482,British Pale Ale (2010),866,0.054,30,English Pale Ale,16
7 Seas Brewing Company,Gig Harbor,WA,482,British Pale Ale,48,0.054,30,English Pale Ale,16
Confluence Brewing Company,Des Moines,IA,483,Farmer John's Multi-Grain Ale,968,0.056,21,American Blonde Ale,16
Bale Breaker Brewing Company,Yakima,WA,484,Field 41 Pale Ale,965,0.044,38,American Pale Ale (APA),12
MacTarnahans Brewing Company,Portland,OR,486,Mac's Scottish Style Amber Ale (2000),961,0.051,32,American Amber / Red Ale,12
Stillmank Beer Company,Green Bay,WI,487,Wisco Disco,953,0.051,31,American Amber / Red Ale,16
Redhook Brewery,Woodinville,WA,488,Copper Hook (2011),339,0.058,27,American Amber / Red Ale,12
Blue Point Brewing Company,Patchogue,NY,490,Blue Point Summer Ale,667,0.044,16,American Blonde Ale,12
Devil's Canyon Brewery,Belmont,CA,492,Deadicated Amber,924,0.054,27,American Amber / Red Ale,16
Devil's Canyon Brewery,Belmont,CA,492,Full Boar Scotch Ale,647,0.074,12,Scotch Ale / Wee Heavy,16
Broken Tooth Brewing Company,Anchorage,AK,494,Northern Lights Amber Ale,921,0.05,15,American Amber / Red Ale,12
Broken Tooth Brewing Company,Anchorage,AK,494,Polar Pale Ale,920,0.052,17,American Pale Ale (APA),12
Dry Dock Brewing Company,Aurora,CO,497,Dry Dock Amber Ale,871,0.058,49,American Amber / Red Ale,12
High Noon Saloon And Brewery,Leavenworth,KS,501,Tonganoxie Honey Wheat,824,0.044,22,American Pale Wheat Ale,12
Oskar Blues Brewery,Lyons,CO,504,Old Chub (2008),787,0.08,35,Scottish Ale,12
Oskar Blues Brewery,Lyons,CO,504,Old Chub (2004),786,0.08,35,Scottish Ale,12
Oskar Blues Brewery,Lyons,CO,504,Old Chub (2003),785,0.08,35,Scottish Ale,12
Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2008),745,0.065,65,American Pale Ale (APA),12
Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2006),744,0.065,65,American Pale Ale (APA),12
Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2004),743,0.065,65,American Pale Ale (APA),12
Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2003),742,0.065,65,American Pale Ale (APA),12
Oskar Blues Brewery,Lyons,CO,504,Dale's Pale Ale (2002),741,0.065,65,American Pale Ale (APA),12
Krebs Brewing Company (Pete's Pl...,Krebs,OK,506,Choc Beer (2003),781,0.04,9,American Dark Wheat Ale,12
Kettle House Brewing Company,Missoula,MT,511,Cold Smoke Scotch Ale (2007),760,0.065,11,Scotch Ale / Wee Heavy,16
Kettle House Brewing Company,Missoula,MT,511,Eddy Out Pale Ale,87,0.055,50,American Pale Ale (APA),16
Kettle House Brewing Company,Missoula,MT,511,Cold Smoke Scotch Ale,85,0.065,11,Scotch Ale / Wee Heavy,16
Crabtree Brewing Company,Greeley,CO,516,Eclipse Black IPA,556,0.077,71,American Black Ale,16
Butcher's Brewing,Carlsbad,CA,518,Mucho Aloha Hawaiian Pale Ale,668,0.056,36,American Pale Ale (APA),12
Aspen Brewing Company,Aspen,CO,524,This Season's Blonde,597,0.056,27,American Blonde Ale,12
Intuition Ale Works,Jacksonville,FL,528,Jon Boat Coastal Ale,559,0.045,20,American Blonde Ale,12
Intuition Ale Works,Jacksonville,FL,528,People's Pale Ale,553,0.053,28,American Pale Ale (APA),12
Buckbean Brewing Company,Reno,NV,531,Black Adder IBA (Current),383,0.073,85,American Black Ale,16
Buckbean Brewing Company,Reno,NV,531,Tule Duck Red Ale (Current),28,0.062,42,American Amber / Red Ale,16
Dundee Brewing Company,Rochester,NY,539,Dundee Summer Wheat Beer,457,0.045,18,American Pale Wheat Ale,12
Twin Lakes Brewing Company,Greenville,DE,540,Greenville Pale Ale,433,0.055,52,American Pale Ale (APA),12
Arcadia Brewing Company,Battle Creek,MI,542,Sky High Rye,413,0.06,55,American Pale Ale (APA),12
Arcadia Brewing Company,Battle Creek,MI,542,Whitsun,390,0.062,17,American Pale Wheat Ale,12
Upstate Brewing Company,Elmira,NY,547,Common Sense Kentucky Common Ale,382,0.053,22,American Brown Ale,16
